Date,ETH,BNB,SOL,SPY,NVDA,Oil,Gold,Nasdaq,Energy,Layer0,SmartContract,Lending,Exchange,SocialTokens,Gaming,RealWorldAssets
2020-12-03,0.6554024241634464,0.4272170389478011,0.23711499286553775,0.21889669360259084,0.19346108162251124,0.11975786236111724,0.26449362206708343,0.24624965668090898,0.48755178422204626,0.5216321373969831,0.13308058917941493,-0.009944136875366555,-0.06907013101350891,0.015171844758782017,-0.0036919595976253787,-0.039245026705455245
2020-12-04,0.664793407457907,0.4241984233706437,0.2209061584312903,0.20162056147943835,0.18312563912106627,0.10858634648999851,0.2645286271396765,0.2351749541313569,0.4959908297391968,0.5192022143418987,0.13618618098998816,-0.00763547987467161,-0.06828677942510039,0.015364339103071192,-0.003302898111059197,-0.03883887558001388
2020-12-05,0.6704724995100342,0.4643726440382184,0.2271255187958391,0.2006689757049341,0.18247950271539323,0.10789458035936034,0.26425134535023487,0.23417717959747464,0.49860998171714693,0.5445227053017431,0.13213623292906937,-0.007012920478159666,-0.06933618376393651,0.014751206504501492,-0.004383009418046724,-0.03934468947931772
2020-12-06,0.6708129393550248,0.46667269557246077,0.22647039168273736,0.20061127476464535,0.18244804069658285,0.10784629212904205,0.2642688890473708,0.23412064626907467,0.4972598283763343,0.5468340920150395,0.13214691120917782,-0.007824223921133598,-0.06944835406162747,0.01469490355406703,-0.004506684459737933,-0.03939973569377426
2020-12-07,0.6667768860372115,0.4818920887293189,0.21010139365434713,0.17609455393536977,0.15776284292390572,0.07510278872574287,0.2597531250461103,0.20526669118506682,0.48925154681841126,0.5394867083784718,0.1332647237184725,0.0029143929366899236,-0.0711682999631269,0.014120432748664945,-0.005742582777287069,-0.040274805721072865
2020-12-08,0.6810147158382416,0.5009065064220801,0.2630180508813786,0.168970319662255,0.1757572280824351,0.07787644661888339,0.24212921467338666,0.196416227634776,0.49228230412671814,0.561881508712908,0.12742321606534135,0.011388691649412273,-0.06474074581746432,0.016223508641803594,-0.0011463232763269896,-0.03699974276372107
2020-12-09,0.6831277174638282,0.5014291210784987,0.2646510055472247,0.17285979730430728,0.17527719446557907,0.07985202785894226,0.23195667812725387,0.19602434579549047,0.5066872587805638,0.5644624940116587,0.12556227276926438,0.011498192394751063,-0.06481602797962609,0.016183493876001657,-0.0012185693707495026,-0.03703647097882445
2020-12-10,0.6861807886720791,0.5059490660618463,0.2688043750422632,0.17353054091342562,0.17328074699189383,0.0686839261534586,0.23086414755708887,0.19188911688829496,0.5137975689437888,0.5659687322650601,0.13000193404178118,0.013123595866509333,-0.06289742951186415,0.016939630190334325,0.0003094817729685107,-0.036072630874466445
2020-12-11,0.690770361597163,0.5359209481972246,0.27385741292322896,0.17471990343354474,0.17212470582503872,0.07070718617451892,0.22729511814108413,0.19349361744937812,0.5173707199588685,0.5865790261091992,0.13550305284609726,0.015173500022786182,-0.06142000972858868,0.017545803953219214,0.0015083515458276574,-0.03533304435614512
2020-12-12,0.6942682322086946,0.574402057280472,0.2765420941066811,0.17111456606850828,0.17008629556154442,0.06768571754616413,0.22706369461603254,0.18958606174202722,0.5214777707851527,0.5973701782485537,0.14702069698451703,0.00812852322132934,-0.06559504784578875,0.015223826478782159,-0.0026019201531010633,-0.037357737591577456
2020-12-13,0.6927340029519491,0.5774221954780278,0.2775620758107182,0.15849479548036563,0.14754655817105353,0.06977596263721648,0.2194890986691085,0.17598150235028912,0.5239285201253198,0.5998931639189773,0.14660292390377797,0.01448848636833847,-0.06445972074912183,0.01599604372043497,-0.00131295265134716,-0.03682225964049909
2020-12-14,0.6982673968541346,0.6203006623164753,0.2820272813387123,0.15799666547356953,0.14558826844247658,0.06824721359557462,0.2191684384036664,0.1750498180163281,0.5227467589127207,0.6071643899557345,0.14718855983568885,0.015652490108565877,-0.06399344012437015,0.0348070450733986,-0.0008855916144133996,-0.03659309461817204
2020-12-15,0.699101855027535,0.6184439132563043,0.29204784122216426,0.15995879060974294,0.1551615160550123,0.061863889863117576,0.21721678479009784,0.18102433285691302,0.5279652473635112,0.6010016950311402,0.14844445747840157,0.01726982634016911,-0.06337056799773168,0.0351772031563965,-0.00028635354326921026,-0.03628956726614614
2020-12-16,0.7273419650763754,0.6111606257811786,0.2960325207979361,0.1499142055919917,0.1298630515365873,0.06528594953064626,0.21176144208701578,0.17786932374991385,0.5070348982225958,0.5922395870394142,0.14417958222519883,0.008577680967612328,-0.06814141546405718,,-0.007704438310083253,-0.03836246626010771
2020-12-17,0.7117545935016174,0.5900853743885286,0.2755835044005448,0.15401511708894697,0.13097338979154813,0.07385611951803103,0.24571757248099657,0.18393062988738373,0.4822012599056401,0.5755171709761477,0.14819258755894685,0.004999558566300144,-0.07218774906341877,,-0.012651893551922878,-0.04024055708281414
2020-12-18,0.712224591141913,0.5906449788911748,0.2766881708347532,0.15273651758754542,0.13033693086554016,0.07524915467753816,0.24553762808325133,0.1837036508576693,0.4823895403245974,0.5845359582090475,0.14793947815392927,0.0011272337994071276,-0.07225643264984558,,-0.012707236542397256,-0.04027409873775492
2020-12-19,0.7076089599137746,0.5892355884254074,0.2698675025909436,0.15032871110735563,0.12939801887172173,0.07350712781116915,0.24618479655810413,0.18091370442384502,0.4872839945653568,0.5776565244319171,0.15039865605366756,-0.002099830654427881,-0.07594012558057843,,-0.01547145772298328,-0.0420891209198448
2020-12-20,0.6979241340924401,0.5591757386267399,0.27324158854902464,0.1281966356974723,0.15734608714572074,0.03363021454907362,0.2052501549575312,0.17946454373123183,0.47033857613732716,0.5595331443665787,0.1896386687289952,-0.005572939645202283,-0.07918809573589371,,-0.017677701472187692,-0.04375309951928733
2020-12-21,0.7038817965095426,0.5726630863444033,0.2739541906997214,0.13584355007309046,0.15383221393062393,0.053360791535136495,0.20779426526964864,0.18393574354157016,0.47947479931341064,0.5697651575531218,0.18981532642040766,-0.0031945705180071826,-0.07555021539896598,,-0.014891296666102938,-0.041917566854422855
